,id,title,rating,user
0,50758240,The Victory Machine: The Making and Unmaking of the Warriors Dynasty,0,372
1,46008441,Ava and Star (Unicorn Academy #3),0,372
2,50978184,Good Sugar Bad Sugar,0,372
3,38953779,"Scarlett and Blaze (Unicorn Academy: Where Magic Happens, #2)",5,372
4,42200958,"Sophia and Rainbow (Unicorn Academy: Where Magic Happens, #1)",5,372
5,31567012,Horse Diaries #14: Calvino,0,372
6,35448647,Thinking Basketball,5,372
7,18857202,Frozen: The Junior Novelization,0,372
8,43699246,SprawlBall: A Visual Tour of the New Era of the NBA,4,372
9,38486018,The No BS Fasting For Fat Burn (FFFB) Handbook: Shred 1 pound a day safely and KEEP IT OFF,5,372
10,32061897,The Ultimate 12 Week Steroid Bulking Cycle: Gain 20 pounds or more in just 12 weeks,0,372
11,39353738,"Skyward (Skyward, #1)",0,372
12,13642948,"The Daylight War (Demon Cycle, #3)",0,372
13,9577857,1984,4,372
14,25982243,Shadows for Silence in the Forests of Hell; Perfect State,4,372
15,18243345,"Nightblood (Warbreaker, #2)",0,372
16,18966322,"Mitosis (The Reckoners, #1.5)",3,372
17,1268479,"Warbreaker (Warbreaker, #1)",4,372
18,33357675,"Allomancer Jak and the Pits of Eltania (Mistborn, #4.5)",4,372
19,23947089,"The Lost Metal (Mistborn, #7)",0,372
0,17333324,"Ancillary Justice (Imperial Radch, #1)",5,373
1,29780253,Born a Crime: Stories From a South African Childhood,5,373
2,23014702,Make Your Home Among Strangers,4,373
3,6411442,How to Leave Hialeah,5,373
4,16059425,Cool Gray City of Love: 49 Views of San Francisco,0,373
5,4954833,Brooklyn,4,373
6,297673,The Brief Wondrous Life of Oscar Wao,5,373
7,1560398,Gunshots in My Cook-Up: Bits and Bites from a Hip-Hop Caribbean Life,4,373
8,18090150,Ripper,4,373
9,7005479,Island Beneath the Sea,5,373
10,331260,The Darkest Child,5,373
11,10374,Hard-Boiled Wonderland and the End of the World,4,373
12,49272,Cuba and Its Music: From the First Drums to the Mambo,5,373
13,1189278,Life On The Hyphen: The Cuban American Way,4,373
14,220671,Jaywalking with the Irish,0,373
15,2532580,Malachy McCourt's History of Ireland,0,373
16,269795,"The Commitments (The Barrytown Trilogy, #1; Jimmy Rabbitte, #1)",3,373
17,34310,The Glass Lake,3,373
18,23316,Round Ireland with a Fridge,5,373
19,30512,Paddy Clarke Ha Ha Ha,4,373
0,4406,East of Eden,0,374
1,8573020,The Weird Sisters,3,374
2,34964864,After Anna,0,374
3,1885,Pride and Prejudice,0,374
4,20786304,The Answer To Your Question,0,374
5,26225021,Neighbours from Hell (DCI Miller #2),0,374
6,2914988,The Love of My Life,0,374
7,21922122,Look Behind You,0,374
8,23435951,How I Lost You,0,374
9,10700016,Cemetery Girl,0,374
10,20893334,The Forgotten Girl,0,374
11,23398730,Somebody I Used to Know,0,374
12,23310342,The Quality of Silence,0,374
13,13546415,Paterno,4,374
14,10818853,"Fifty Shades of Grey (Fifty Shades, #1)",5,374
15,80568,Sam's Letters to Jennifer,0,374
16,7510,The Beach House,0,374
17,11566,The Green Mile,5,374
18,865,The Alchemist,4,374
19,12232938,The Lovely Bones,4,374
0,944073,"The Blade Itself (The First Law, #1)",0,375
1,46756,"Oryx and Crake (MaddAddam, #1)",5,375
2,8908,World War Z: An Oral History of the Zombie War,5,375
3,5358,The Firm,3,375
4,1000751,"Pollyanna (Pollyanna, #1)",3,375
5,8127,"Anne of Green Gables (Anne of Green Gables, #1)",5,375
6,2865,Girl with a Pearl Earring,4,375
7,12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",0,375
8,24280,Les Misérables,0,375
9,15931,"The Notebook (The Notebook, #1)",2,375
10,6149,Beloved,2,375
11,152,Anna Karenina,0,375
12,6514,The Bell Jar,3,375
13,5797,Vanity Fair,3,375
14,1953,A Tale of Two Cities,3,375
15,14935,Sense and Sensibility,3,375
16,11,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",3,375
17,19063,The Book Thief,0,375
18,37435,The Secret Life of Bees,3,375
19,6288,The Road,3,375
0,10357675,A First-Rate Madness: Uncovering the Links Between Leadership and Mental Illness,0,377
1,52894214,The New One: Painfully True Stories from a Reluctant Dad,0,377
2,52129515,Untamed,0,377
3,27071490,Homegoing,0,377
4,43697186,Red at the Bone,0,377
5,52766000,Big Friendship: How We Keep Each Other Close,0,377
6,43923951,Such a Fun Age,0,377
7,31948742,Born a Crime: Stories from a South African Childhood,5,377
8,6314763,Orange Is the New Black,0,377
9,33574165,Eloquent Rage: A Black Feminist Discovers Her Superpower,0,377
10,44287149,The Great Pretender: The Undercover Mission That Changed Our Understanding of Madness,0,377
11,51933429,The Guest List,0,377
12,25893582,Tell Me Three Things,0,377
13,43601774,Field Notes on Love,0,377
14,46002342,"Me and White Supremacy: Combat Racism, Change the World, and Become a Good Ancestor",0,377
15,31409135,The Radium Girls: The Dark Story of America's Shining Women,0,377
16,43982054,The Water Dancer,0,377
17,26073085,White Rage: The Unspoken Truth of Our Racial Divide,0,377
18,42880325,"Ask Again, Yes",0,377
19,40645634,Notes from a Young Black Chef,0,377
0,17450558,"Decrypted (Forgotten Ages, #2)",4,378
1,16134259,"Enigma (Forgotten Ages, #1.5)",3,378
2,10462387,"Ice Cracker II: And Other Stories (The Emperor's Edge, #1.5)",4,378
3,15822885,"Shadows Over Innocence (The Emperor's Edge, #0.5)",4,378
4,17229437,"Beneath the Surface (The Emperor's Edge, #5.5)",4,378
5,10184854,Ice Cracker II (The Emperor's Edge #1.5),4,378
6,10218438,"Encrypted (Forgotten Ages, #1)",4,378
7,15847065,"Blood and Betrayal (The Emperor's Edge, #5)",4,378
8,13603792,"Conspiracy (The Emperor's Edge, #4)",4,378
9,13044650,"Deadly Games (The Emperor's Edge, #3)",4,378
10,11672438,"Dark Currents (The Emperor's Edge, #2)",4,378
11,15989176,"Forged in Blood I (The Emperor's Edge, #6)",5,378
12,10031259,"The Emperor's Edge (The Emperor's Edge, #1)",4,378
13,13416769,"The Assassin's Curse (The Emperor's Edge, #2.5)",3,378
14,186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",0,378
15,13167281,Love in a Nutshell,4,378
16,9719614,"Wicked Appetite (Lizzy & Diesel, #1)",0,378
0,6344097,The Stand: Captain Trips,5,379
1,24724602,Flash Boys: A Wall Street Revolt,5,379
2,24429934,The Einstein Prophecy,4,379
3,17235026,"The Girl With All the Gifts (The Girl With All the Gifts, #1)",4,379
4,17331349,Think Like a Freak,4,379
5,905382,Anne Frank: The Biography,4,379
6,13,"The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",4,379
7,16115612,And the Mountains Echoed,4,379
8,20603758,Ready Player One,5,379
9,18401393,The Martian,5,379
10,8442457,Gone Girl,5,379
11,4214,Life of Pi,4,379
12,13573236,The Racketeer,4,379
13,13589182,Mastery,0,379
14,10766509,The Best of Me,3,379
15,13183927,"Fooling Houdini: Magicians, Mentalists, Math Geeks, and the Hidden Powers of the Mind",5,379
16,15803680,A Face in the Crowd,3,379
17,13353667,Zoo (Zoo #1),5,379
18,13517594,End This Depression Now!,5,379
19,6892870,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",4,379
0,18370557,"Pigeonwings (Clovenhoof, #2)",0,381
1,20972159,"Satan's Shorts (Clovenhoof, #3)",0,381
2,15774215,Clovenhoof (Clovenhoof #1),0,381
3,22557272,The Girl on the Train,0,381
4,8585317,The Cypress House,0,381
5,7011653,Daughters of the Witching Hill,0,381
6,90619,"Little, Big",0,381
7,73574,Lud-in-the-Mist,0,381
8,43808,Anne Rice's The Vampire Lestat: A Graphic Novel,5,381
9,8706185,Among Others,0,381
10,52640,Weaveworld,5,381
11,8694522,"The Witch's Daughter (The Witch's Daughter, #1)",0,381
12,24937,Wicked: The Grimmerie,5,381
13,33917,The Namesake,5,381
14,14497,"Neverwhere (London Below, #1)",4,381
15,13515663,"I'm Starved for You (Positron, #1)",0,381
16,2187,Middlesex,5,381
17,38447,"The Handmaid's Tale (The Handmaid's Tale, #1)",5,381
18,7905092,Freedom,0,381
19,7613,Animal Farm,5,381
0,13514981,Hatha Yoga Asanas: Pocket Guide for Personal Practice,0,384
1,12269835,Finding Your Road to Success: How to get there without getting lost,0,384
2,14625463,Alphabet Wishes,0,384
0,45429584,"Hellblazer, Volume 22: Regeneration",5,386
1,31122293,Nobody Wants to Read Your Sh*t: Why That Is and What You Can Do About It,4,386
2,51465187,Sigils & Secrets: Black Magick Book 1,5,386
3,10981878,Shadowland,5,386
4,25353376,"Constantine, Volume 4: The Apocalypse Road",4,386
5,18811393,"Constantine, Volume 2: Blight",4,386
6,13526225,X-Force: Toy Soldiers,3,386
7,21855289,"Lucifer, Book Five (Lucifer, #5)",5,386
8,18369686,"Lucifer, Book Four (Lucifer, #4)",5,386
9,6728531,Hellblazer: Scab,5,386
10,27209296,"Lucifer, Volume 1: Cold Heaven",5,386
11,8101368,Hellblazer: Hooked,5,386
12,13528781,X-Force: Child's Play,3,386
13,22318515,"Constantine, Volume 3: The Voice in the Fire",4,386
14,9555120,Hellblazer: Bloody Carnations,5,386
15,17934767,"Constantine, Volume 1: The Spark and the Flame",4,386
16,8874993,Hellblazer: Pandemonium,5,386
17,95393,Hellblazer: Rare Cuts,5,386
18,2255,Way of the Peaceful Warrior: A Book That Changes Lives,4,386
19,2256,Sacred Journey of the Peaceful Warrior,4,386
0,13064561,"Tracking (Emergence, #2)",0,387
1,2300,Emergence,5,387
2,21327,"Fables, Vol. 7: Arabian Nights",0,387
3,62291,"A Storm of Swords (A Song of Ice and Fire, #3)",0,387
4,7993423,"Cold Magics (Thomas Flarety, #2)",0,387
5,5989616,"Street Magic (Black London, #1)",0,387
6,11250671,Above,0,387
7,9533378,"Hounded (The Iron Druid Chronicles, #1)",0,387
8,7557548,Men at Arms: The Play,5,387
9,96471,Earth,4,387
10,353,Time Enough for Love,4,387
11,61915,"Falling Free (Vorkosigan Saga, #4)",5,387
12,816,Cryptonomicon,5,387
13,227463,A Clockwork Orange,4,387
14,834518,"Cyteen (Cyteen, #1-3)",4,387
15,102439,Rainbows End,3,387
16,61905,"Barrayar (Vorkosigan Saga, #7)",5,387
17,139986,"The Snow Queen (The Snow Queen Cycle, #1)",4,387
18,226004,"A Deepness in the Sky (Zones of Thought, #2)",5,387
19,827,"The Diamond Age: Or, A Young Lady's Illustrated Primer",5,387
0,11156963,It's So Easy: And Other Lies,5,389
1,231024,"Hotel California: The True-Life Adventures of Crosby, Stills, Nash, Young, Mitchell, Taylor, Browne, Ronstadt, Geffen, the Eagles, and Their Many Friends",4,389
2,10055,And I Don't Want to Live This Life: A Mother's Story of Her Daughter's Murder,4,389
3,1162543,"Breaking Dawn (Twilight, #4)",2,389
4,428263,"Eclipse (Twilight, #3)",5,389
5,49041,"New Moon (Twilight, #2)",4,389
6,41865,"Twilight (Twilight, #1)",5,389
7,43758,"The Queen of the Damned (The Vampire Chronicles, #3)",4,389
8,43814,"The Vampire Lestat (The Vampire Chronicles, #2)",5,389
9,43763,"Interview with the Vampire (The Vampire Chronicles, #1)",4,389
10,25190,"Beauty's Release (Sleeping Beauty, #3)",4,389
11,18750,"Beauty's Punishment (Sleeping Beauty, #2)",4,389
12,26582,The Claiming of Sleeping Beauty,5,389
13,491199,Lexicon Devil: The Fast Times and Short Life of Darby Crash and The Germs,5,389
14,7625089,"Furious Love: Elizabeth Taylor, Richard Burton, and the Marriage of the Century",5,389
15,341879,Just Kids,0,389
16,9439303,Life,5,389
17,6303704,Does the Noise in My Head Bother You?,4,389
0,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",3,390
1,15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",4,390
2,1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",5,390
3,6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",5,390
4,136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",1,390
5,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5,390
6,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5,390
7,62483,"Spearwielder's Tale (Spearwielder's Tale, #1-3)",5,390
8,239069,"The Woods Out Back (Spearwielder's Tale, #1)",5,390
9,362051,"Luthien's Gamble (Crimson Shadow, #2)",5,390
10,227452,"The Dragon King (Crimson Shadow, #3)",5,390
11,400688,"The Sword of Bedwyr (Crimson Shadow, #1)",5,390
12,2725419,"The Pirate King (Forgotten Realms: Transitions, #2; Legend of Drizzt, #18)",4,390
13,6291,"Road of the Patriarch (Forgotten Realms: The Sellswords, #3)",5,390
14,66677,"Legacy of the Drow (Legacy of the Drow, #1-4; Legend of Drizzt, #7-10)",4,390
15,13854,"Promise of the Witch King (Forgotten Realms: The Sellswords, #2)",5,390
16,280125,"The Orc King (Forgotten Realms: Transitions, #1; Legend of Drizzt, #17)",2,390
17,66675,"The Cleric Quintet Collector's Edition (Forgotten Realms: The Cleric Quintet, #1-5)",4,390
18,62479,"Servant of the Shard (Forgotten Realms: Paths of Darkness, #3; The Sellswords, #1)",4,390
19,171471,"The Spine of the World (Forgotten Realms: Paths of Darkness, #2; Legend of Drizzt, #12)",2,390
0,37470,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",3,391
1,25190,"Beauty's Release (Sleeping Beauty, #3)",4,391
2,18750,"Beauty's Punishment (Sleeping Beauty, #2)",4,391
3,26582,The Claiming of Sleeping Beauty,4,391
4,43799,Exit to Eden,2,391
5,15961954,"Malice In Wonderland (Dulcie O'Neil, #5)",4,391
6,13331044,"Something Witchy This Way Comes (Jolie Wilkins, #5)",4,391
7,13629951,"Wuthering Frights (Dulcie O'Neil, #4)",4,391
8,13124125,"The Witch Is Back (Jolie Wilkins, #4)",4,391
9,12977456,"Great Hexpectations (Dulcie O'Neil, #3)",4,391
10,11508357,"Witchful Thinking (Jolie Wilkins, #3)",4,391
11,10896701,"A Tale of Two Goblins (Dulcie O'Neil, #2)",4,391
12,13608100,"To Kill A Warlock (Dulcie O'Neil, #1)",4,391
13,9550264,"Toil and Trouble (Jolie Wilkins, #2)",4,391
14,8542839,"Fire Burn and Cauldron Bubble (Jolie Wilkins, #1)",4,391
15,15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",5,391
16,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5,391
17,1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",5,391
18,6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",5,391
19,136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",5,391
0,13284283,A Game of Thrones #2,5,392
0,113436,"Eragon (The Inheritance Cycle, #1)",5,393
1,136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",5,393
0,45695810,A Gentleman in Moscow,0,394
1,39813837,The Ministry of Fear,0,394
2,18886796,V.,0,394
3,15704653,Against the Day,3,394
4,38651949,A Moveable Feast,4,394
5,14739921,Wired for Love: How Understanding Your Partner's Brain and Attachment Style Can Help You Defuse Conflict and Build a Secure Relationship,0,394
6,10743014,Sabbath's Theater,0,394
7,29044,The Secret History,5,394
8,423,Where I Was From,2,394
9,13125749,The Little Friend,4,394
10,6571853,Angle of Repose,4,394
11,10391421,"Zen Mind, Beginner's Mind",4,394
12,10190838,Señales que precederán al fin del mundo,4,394
13,27580,There Is Nothing Wrong with You: Going Beyond Self-Hate,5,394
14,5884741,Thanks!: How Practicing Gratitude Can Make You Happier,4,394
15,16194232,The Stranger Beside Me,2,394
16,13590614,A Handful of Quiet: Happiness in Four Pebbles,5,394
17,30254065,Lincoln in the Bardo,5,394
18,29430788,Faithful,0,394
19,10543,Ulysses Annotated,5,394
0,54677868,Sexiled,5,395
1,51862745,The Russian Unleashed,5,395
2,53275062,Kiss King (Forever You #2),5,395
3,35678716,The Librarians and the Pot of Gold,0,395
4,51805367,"Journey of the Pharaohs (NUMA Files, #17)",5,395
5,43383665,"Final Option (Oregon Files, #14)",5,395
6,45154023,The Last Odyssey (Sigma Force #15),5,395
7,51633549,"The Last Wish (The Witcher, #0.5)",0,395
8,42623775,The Oracle (Sam and Remi Fargo Adventure #11),5,395
9,39072554,Crucible (Sigma Force #14),5,395
10,38607766,"Celtic Empire (Dirk Pitt, #25)",5,395
11,44316339,Acolytes Return: Athena's Confession,5,395
12,3094259,The Third Secret,5,395
13,38107255,"Shadow Tyrants (The Oregon Files, #13)",5,395
14,2671179,The Amber Room,5,395
15,40743993,Sea of Greed (The NUMA Files Book 16),5,395
16,1735577,The Romanov Prophecy,5,395
17,40338438,"Origin (Robert Langdon, #5)",5,395
18,39081124,Acolytes Return: Apollo's Sacrifice,5,395
19,36137869,The Painted Queen: An Amelia Peabody Novel of Suspense,5,395
0,691520,No One Here Gets Out Alive,0,396
1,370149,Stairway to Heaven: Led Zeppelin Uncensored,0,396
2,529922,KISS and Make-up,0,396
3,226366,Light My Fire,0,396
4,3185413,Watch You Bleed: The Saga of Guns N' Roses,0,396
5,384818,"Jim Morrison: Life, Death, Legend",0,396
6,586516,Hammer of the Gods,5,396
7,480204,The Phantom of the Opera,0,396
8,219024,The True Adventures of the Rolling Stones,0,396
9,1321776,Lennon Remembers: The Full Rolling Stone Interviews from 1970,0,396
10,232361,The Lives of John Lennon,0,396
11,35558,The Beatles Illustrated Lyrics,0,396
12,982865,The Beatles,0,396
13,161150,Riders on the Storm: My Life with Jim Morrison and the Doors,0,396
14,35545,The Complete Beatles Recording Sessions: The Official Story of the Abbey Road Years 1962-1970,0,396
15,3423364,John Lennon: The Life,0,396
16,35553,Shout! The Beatles in Their Generation,0,396
17,88269,Get in the Van: On the Road With Black Flag,5,396
18,6952423,I Am Ozzy,0,396
19,37847,The Long Hard Road Out of Hell,0,396
0,27230148,Textbook of Orthodontics,0,400
1,19101036,Life is Fair - The Law of Cause and Effect,0,400
2,12785603,Manipal Manual of Surgery,0,400
3,428263,"Eclipse (Twilight, #3)",2,400
4,2636839,The Medical Science Liaison: An A to Z Guide,3,400
5,14521377,NEET Young People and Training for Work: Learning on the Margins,0,400
6,179669,The Wonderful World of Oz: The Wizard of Oz / The Emerald City of Oz / Glinda of Oz,0,400
7,7733,Gulliver's Travels,4,400
8,3320520,The 3 Mistakes of My Life,3,400
9,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4,400
10,1359254,"The Anthropology of Food and Body: Gender, Meaning and Power",3,400
11,228344,Wish You Were Here,4,400
12,4020390,The Tales of Beedle the Bard,4,400
0,206879,"Jose Rizal (Buhay, Mga Ginawa At Sinulat) in Tagalog Version- Philippine Book",4,401
1,8849188,The Law On Obligations And Contracts,0,401
2,4562383,The Law on Obligations and Contracts,0,401
0,864618,Theosophy: An Introduction to the Spiritual Processes in Human Life and in the Cosmos (Cw 9),5,402
1,393711,The Secret Doctrine,5,402
2,81959,As a Man Thinketh,5,402
3,270435,Heal Your Body: The Mental Causes for Physical Illness and the Metaphysical Way to Overcome Them,5,402
4,186007,Essential Reiki: A Complete Guide to an Ancient Healing Art,5,402
5,110349,Out on a Limb,4,402
6,211724,The Mystical Qabalah,5,402
7,529520,The Pictorial Key to the Tarot,5,402
8,743049,The Nag Hammadi Library,4,402
9,183683,The Secret Teachings of All Ages,4,402
10,149197,The Science of Mind,4,402
11,187634,Love Is Letting Go of Fear,4,402
12,119765,The Disappearance of the Universe,4,402
13,90560,"The Divine Matrix: Bridging Time, Space, Miracles, and Belief",4,402
14,67864,Stillness Speaks,3,402
15,34452,"Many Lives, Many Masters: The True Story of a Prominent Psychiatrist, His Young Patient, and the Past Life Therapy That Changed Both Their Lives",3,402
16,498641,The Practice of the Presence of God,4,402
17,73869,The Spiral Dance: A Rebirth of the Ancient Religion of the Great Goddess,4,402
18,304079,The Essential Rumi,5,402
19,99944,The Bhagavad Gita,5,402
0,66935,A Dying Colonialism,0,403
1,72657,Pedagogy of the Oppressed,0,403
2,184450,Their Morals and Ours: The Class Foundations of Moral Practice,0,403
3,20276377,Popular Poetry of the Baloches Volume 1,0,403
0,28695922,Exploded View,0,407
1,256683,"City of Bones (The Mortal Instruments, #1)",0,407
0,143819,They Poured Fire on Us from the Sky: The True Story of Three Lost Boys from Sudan,0,408
0,7704143,تراب الماس,0,409
1,966296,Essentials of WISC-IV Assessment,0,409
0,40407141,What the Wind Knows,0,410
1,35507157,The Secret Garden,0,410
2,48558826,Devoted,4,410
3,49245059,"Don't Make a Sound (Sawyer Brooks, #1)",0,410
4,53071972,"Fair Warning (Jack McEvoy, #3; Harry Bosch Universe, #33)",0,410
5,15786756,Presumption of Innocence (David Brunelle Legal Thriller #1),0,410
6,27394935,"Drained (Agent Hank Rawlings, #1)",0,410
7,18710553,"Blood and Justice (Jake and Annie Lincoln, #1)",0,410
8,53026264,"The Sign of Four (Sherlock Holmes, #2)",0,410
9,50696262,The Room Where It Happened: A White House Memoir,0,410
10,425029,Presumed Innocent (Kindle County Legal Thriller #1),0,410
11,51204046,The Boy from the Woods,0,410
12,22141703,"Taboo (CSI Reilly Steel, #1)",0,410
13,51825098,One Inner Voice (Alamo City Mystery Book 1),0,410
14,6573954,The Heretic's Daughter,4,410
15,25915678,Unforgiving Shadows (A Brad Frame Mystery Book 1),0,410
16,37648267,Tell Me I'm Wrong,0,410
17,36136030,"Two Girls Down (Alice Vega, #1)",0,410
18,29981261,"The Butterfly Garden  (The Collector, #1)",0,410
19,3429805,Dinosaur Lake,0,410
0,20880230,آنکه گفت آری و آنکه گفت نه,0,416
1,157993,The Little Prince,0,416
2,31138556,Homo Deus: A History of Tomorrow,0,416
3,61535,The Selfish Gene,0,416
4,23692271,Sapiens: A Brief History of Humankind,0,416
5,653981,Music and the Emotions: The Philosophical Theories,0,416
6,1587362,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food,0,416
7,6867,Atonement,0,416
8,140987,Air Guitar: Essays on Art and Democracy,0,416
9,470185,About Looking,0,416
10,857502,Concerning the Spiritual in Art,0,416
11,5788390,"The Art Instinct: Beauty, Pleasure, and Human Evolution",0,416
12,81048,Spilling Open: The Art of Becoming Yourself,0,416
13,391178,Artists' Journals and Sketchbooks: Exploring and Creating Personal Pages,4,416
14,1294306,Art and Visual Perception: A Psychology of the Creative Eye,0,416
15,228765,Zen of Seeing: Seeing/Drawing as Meditation,0,416
16,157646,شنبه‌های راه‌‌راه و ثانیه‌های سربی,0,416
17,6528240,The Card Index & Other Plays,0,416
0,13358,The Everyday Life Bible: The Power of God's Word for Everyday Living,5,417
1,14743,The God Delusion,0,417
2,13423346,"Ink (Paper Gods, #1)",0,417
3,9219901,Unbearable Lightness: A Story of Loss and Gain,0,417
4,9439303,Life,0,417
5,13912,A Beautiful Mind,0,417
6,9742,The Audacity of Hope: Thoughts on Reclaiming the American Dream,0,417
7,10883,Benjamin Franklin: An American Life,0,417
8,10884,Einstein: His Life and Universe,0,417
9,10211494,Stories I Only Tell My Friends,0,417
10,5324960,I Love Yous Are for White People,0,417
11,11084145,Steve Jobs,0,417
12,48855,The Diary of a Young Girl,0,417
13,603204,How to Cook Everything: Simple Recipes for Great Food,0,417
14,327847,The Joy of Cooking,0,417
0,48892677,And Then I Met You,1,418
0,544319,"How To Draw Manga, Volume 20: Female Characters",0,419
1,1326673,"How to Draw Manga, Volume 10: Getting Started",0,419
0,35036409,"My Brilliant Friend (The Neapolitan Novels, #1)",0,420
1,34065268,Kill Creek,0,420
2,36645972,Clock Dance,0,420
3,9999107,The American Heiress,3,420
4,16142053,"Going Clear: Scientology, Hollywood, and the Prison of Belief",0,420
5,5979072,A Dark Matter,2,420
6,4836308,"The Physick Book of Deliverance Dane (The Physick Book, #1)",0,420
7,4214,Life of Pi,4,420
8,5907,"The Hobbit, or There and Back Again",0,420
9,1044355,When You Are Engulfed in Flames,0,420
10,7933292,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,5,420
11,8584686,Swamplandia!,4,420
12,3398625,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,3,420
13,13103,"The Celestine Prophecy (Celestine Prophecy, #1)",4,420
14,10996342,The Art of Fielding,5,420
15,97782,Then We Came to the End,3,420
16,71984,"Ghost Wars: The Secret History of the CIA, Afghanistan, and Bin Laden from the Soviet Invasion to September 10, 2001",0,420
17,3153910,The Art of Racing in the Rain,0,420
18,101299,The Reader,0,420
19,14836,Midnight's Children,0,420
0,9270270,Novels by Stephenie Meyer: Breaking Dawn,5,421
1,12574228,"Articles on Novels by Stephenie Meyer, Including: Twilight (Novel), New Moon (Novel), Eclipse (Novel), Midnight Sun (Novel), Twilight (Series), the Host (Novel), Breaking Dawn",3,421
2,11559776,New Moon by Stephenie Meyer Summary & Study Guide,4,421
3,6202690,Twilight Director's Notebook: The Story of How We Made the Movie Based on the Novel by Stephenie Meyer,4,421
4,11710438,Twilight by Stephenie Meyer Summary & Study Guide,5,421
0,1313004,Building Trust: How To Get It! How To Keep It!,0,422
1,12548774,Beyond Boundaries: How To Know When It's Time To Risk Again,0,422
2,7937843,Room,0,422
3,169327,Gettin' Buck Wild: Sex Chronicles II,0,422
4,3113338,Zane's Sex Chronicles,0,422
0,35068592,My Dear Hamilton: A Novel of Eliza Schuyler Hamilton,0,423
1,35758169,Before I Let You Go,0,423
2,140671,"The Black Company (The Chronicles of the Black Company, #1)",0,423
3,6101718,"The Magicians (The Magicians, #1)",0,423
4,25051628,"The Axe and the Throne (Bounds of Redemption, #1)",0,423
5,2767052,"The Hunger Games (The Hunger Games, #1)",5,423
6,119322,"The Golden Compass (His Dark Materials, #1)",4,423
7,18122,"The Amber Spyglass  (His Dark Materials, #3)",4,423
8,119324,"The Subtle Knife (His Dark Materials, #2)",4,423
9,70947,"Northern Lights (His Dark Materials, #1)",0,423
10,15999003,"Inherit the Night (Gentleman Bastard, #7)",0,423
11,15998999,"The Mage and the Master Spy (Gentleman Bastard, #6)",0,423
12,10626950,"The Ministry of Necessity (Gentleman Bastard, #5)",0,423
13,8074907,"The Thorn of Emberlain (Gentleman Bastard, #4)",0,423
14,22034,The Godfather,0,423
15,47212,"Storm Front (The Dresden Files, #1)",0,423
16,2890090,"The Republic of Thieves (Gentleman Bastard, #3)",5,423
17,887877,"Red Seas Under Red Skies (Gentleman Bastard, #2)",4,423
18,13335037,"Divergent (Divergent, #1)",0,423
19,84369,"The Last Battle (Chronicles of Narnia, #7)",0,423
0,44150012,"No Encore!: Musicians Reveal Their Weirdest, Wildest, Most Embarrassing Gigs",5,426
1,156377,The Elephant Man,0,426
2,38511216,Katerina,5,426
3,1978035,Black Postcards: A Rock & Roll Romance,5,426
4,29393,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",5,426
5,25816741,Meet Me in the Bathroom: Rebirth and Rock and Roll in New York City 2001-2011,5,426
6,163977,Tortilla Flat,5,426
7,4799,Cannery Row (Cannery Row #1),5,426
8,102908,Beautiful Losers,5,426
9,4009,Nine Stories,5,426
10,5113,Franny and Zooey,5,426
11,5107,The Catcher in the Rye,5,426
12,394535,"Blood Meridian, or the Evening Redness in the West",5,426
13,6288,The Road,5,426
14,2179832,Bright Shiny Morning,5,426
15,6520,My Friend Leonard,5,426
16,1241,A Million Little Pieces,5,426
17,9591,"Wampeters, Foma and Granfalloons",5,426
18,9589,Hocus Pocus,5,426
19,1267866,"Happy Birthday, Wanda June",5,426
0,2368,"Mornings on Horseback: The Story of an Extraordinary Family, a Vanished Way of Life, and the Unique Child Who Became Theodore Roosevelt",0,428
1,50489367,The Selected Works of Audre Lorde,0,428
2,48740595,"The Silence of the White City (Trilogy of the White City, #1)",0,428
3,49571036,Opium and Absinthe,0,428
4,50496918,Spoiler Alert,0,428
5,53103895,One to Watch,0,428
